session_id,user_id,role,fecha,hora_inicio,n_clics,duracion_min,M1_costo_clics,M2_tiempo_top1_s,M3_tasa_error,costo_sesion_total
us_adm_001_20260209170031,us_adm_001,Administrador,2026-02-09,17,62,175.15,3.0,335.7,0.2097,186.0
us_adm_001_20260210170656,us_adm_001,Administrador,2026-02-10,17,54,170.63,3.0,865.1,0.2593,162.0
us_adm_001_20260211170018,us_adm_001,Administrador,2026-02-11,17,57,179.44,3.0,831.6,0.2456,171.0
us_adm_001_20260212170001,us_adm_001,Administrador,2026-02-12,17,60,177.67,3.0,0.0,0.4333,180.0
us_adm_001_20260213170251,us_adm_001,Administrador,2026-02-13,17,65,170.97,3.0,476.3,0.2769,195.0
us_adm_001_20260214170211,us_adm_001,Administrador,2026-02-14,17,58,170.32,3.0,0.0,0.3966,174.0
us_adm_001_20260215170150,us_adm_001,Administrador,2026-02-15,17,54,174.05,3.0,328.5,0.2222,162.0
us_adm_001_20260216172140,us_adm_001,Administrador,2026-02-16,17,54,155.6,3.0,368.8,0.3889,162.0
us_adm_001_20260217170025,us_adm_001,Administrador,2026-02-17,17,53,178.0,3.0,6.5,0.3019,159.0
us_adm_001_20260218170129,us_adm_001,Administrador,2026-02-18,17,49,176.3,3.0,266.2,0.2857,147.0
us_adm_001_20260219170134,us_adm_001,Administrador,2026-02-19,17,63,174.03,3.0,0.0,0.3651,189.0
us_adm_001_20260220170846,us_adm_001,Administrador,2026-02-20,17,42,169.13,3.0,0.0,0.4762,126.0
us_adm_001_20260221170717,us_adm_001,Administrador,2026-02-21,17,59,172.42,3.0,171.5,0.322,177.0
us_adm_001_20260222170356,us_adm_001,Administrador,2026-02-22,17,59,172.92,3.0,0.0,0.3051,177.0
us_adm_001_20260223170030,us_adm_001,Administrador,2026-02-23,17,47,179.1,3.0,0.0,0.3617,141.0
us_adm_001_20260224170130,us_adm_001,Administrador,2026-02-24,17,61,176.34,3.0,128.5,0.3115,183.0
us_adm_001_20260225170629,us_adm_001,Administrador,2026-02-25,17,65,172.63,3.0,584.3,0.4154,195.0
us_adm_001_20260226170425,us_adm_001,Administrador,2026-02-26,17,58,171.6,3.0,348.7,0.2414,174.0
us_adm_001_20260227170613,us_adm_001,Administrador,2026-02-27,17,48,170.77,3.0,1861.3,0.3333,144.0
us_adm_001_20260228170201,us_adm_001,Administrador,2026-02-28,17,56,176.63,3.0,0.0,0.3393,168.0
us_adm_001_20260301170213,us_adm_001,Administrador,2026-03-01,17,39,173.02,3.0,162.2,0.3333,117.0
us_adm_001_20260302170615,us_adm_001,Administrador,2026-03-02,17,54,168.93,3.0,0.0,0.4444,162.0
us_adm_001_20260303170215,us_adm_001,Administrador,2026-03-03,17,53,169.79,3.0,0.0,0.3396,159.0
us_adm_001_20260304170021,us_adm_001,Administrador,2026-03-04,17,53,179.64,3.0,114.5,0.2264,159.0
us_adm_001_20260305170046,us_adm_001,Administrador,2026-03-05,17,55,175.9,3.0,2018.4,0.3636,165.0
us_adm_001_20260306170225,us_adm_001,Administrador,2026-03-06,17,56,175.13,3.0,212.2,0.4464,168.0
us_adm_001_20260307170031,us_adm_001,Administrador,2026-03-07,17,53,175.18,3.0,501.6,0.3019,159.0
us_adm_001_20260308170248,us_adm_001,Administrador,2026-03-08,17,48,176.96,3.0,448.4,0.25,144.0
us_adm_001_20260309170010,us_adm_001,Administrador,2026-03-09,17,59,179.4,3.0,249.9,0.2542,177.0
us_adm_001_20260310170252,us_adm_001,Administrador,2026-03-10,17,44,169.96,3.0,1885.1,0.2727,132.0
us_adm_001_20260311170411,us_adm_001,Administrador,2026-03-11,17,60,172.88,3.0,13.8,0.35,180.0
us_adm_001_20260312171019,us_adm_001,Administrador,2026-03-12,17,57,168.97,3.0,31.3,0.2982,171.0
us_adm_001_20260313170009,us_adm_001,Administrador,2026-03-13,17,55,176.62,3.0,2503.7,0.3273,165.0
us_adm_001_20260314170008,us_adm_001,Administrador,2026-03-14,17,49,179.55,3.0,75.9,0.1837,147.0
us_adm_001_20260315170511,us_adm_001,Administrador,2026-03-15,17,57,174.22,3.0,1042.6,0.3333,171.0
us_adm_001_20260316170549,us_adm_001,Administrador,2026-03-16,17,45,173.25,3.0,1187.3,0.2444,135.0
us_adm_001_20260317170146,us_adm_001,Administrador,2026-03-17,17,49,176.09,3.0,389.2,0.2857,147.0
us_adm_001_20260318171439,us_adm_001,Administrador,2026-03-18,17,44,150.56,3.0,571.7,0.3864,132.0
us_adm_001_20260319171805,us_adm_001,Administrador,2026-03-19,17,40,154.76,3.0,894.6,0.325,120.0
us_adm_001_20260320170444,us_adm_001,Administrador,2026-03-20,17,47,168.7,3.0,52.5,0.3191,141.0
us_adm_001_20260321170138,us_adm_001,Administrador,2026-03-21,17,47,176.02,3.0,463.5,0.3404,141.0
us_adm_001_20260322170145,us_adm_001,Administrador,2026-03-22,17,56,167.02,3.0,655.8,0.2679,168.0
us_adm_001_20260323170126,us_adm_001,Administrador,2026-03-23,17,61,171.33,3.0,0.0,0.3443,183.0
us_adm_001_20260324170423,us_adm_001,Administrador,2026-03-24,17,45,171.69,3.0,270.4,0.3111,135.0
us_adm_001_20260325171540,us_adm_001,Administrador,2026-03-25,17,42,159.39,3.0,0.0,0.4286,126.0
us_adm_001_20260326170028,us_adm_001,Administrador,2026-03-26,17,46,177.36,3.0,0.0,0.3913,138.0
us_adm_001_20260327170208,us_adm_001,Administrador,2026-03-27,17,56,177.14,3.0,108.5,0.3214,168.0
us_adm_001_20260328170548,us_adm_001,Administrador,2026-03-28,17,52,174.01,3.0,387.8,0.2115,156.0
us_adm_001_20260329170028,us_adm_001,Administrador,2026-03-29,17,53,179.09,3.0,0.0,0.3019,159.0
us_adm_001_20260330170122,us_adm_001,Administrador,2026-03-30,17,44,174.09,3.0,655.9,0.3182,132.0
us_adm_001_20260331170558,us_adm_001,Administrador,2026-03-31,17,60,168.52,3.0,460.5,0.3,180.0
us_adm_001_20260401170456,us_adm_001,Administrador,2026-04-01,17,54,172.74,3.0,0.0,0.4074,162.0
us_adm_002_20260101230016,us_adm_002,Administrador,2026-01-01,23,72,238.2,2.986,51.7,0.3056,215.0
us_adm_002_20260102230709,us_adm_002,Administrador,2026-01-02,23,70,228.75,2.957,47.2,0.2286,207.0
us_adm_002_20260103230334,us_adm_002,Administrador,2026-01-03,23,54,229.23,2.981,0.0,0.3519,161.0
us_adm_002_20260104231145,us_adm_002,Administrador,2026-01-04,23,64,226.57,3.0,420.7,0.2188,192.0
us_adm_002_20260105230354,us_adm_002,Administrador,2026-01-05,23,56,233.99,3.0,0.0,0.3929,168.0
us_adm_002_20260106230908,us_adm_002,Administrador,2026-01-06,23,51,228.96,3.0,0.0,0.3725,153.0
us_adm_002_20260107230112,us_adm_002,Administrador,2026-01-07,23,67,235.14,3.0,847.2,0.3284,201.0
us_adm_002_20260108231849,us_adm_002,Administrador,2026-01-08,23,70,220.36,3.0,59.6,0.3429,210.0
us_adm_002_20260109230245,us_adm_002,Administrador,2026-01-09,23,56,237.31,2.982,2343.8,0.3036,167.0
us_adm_002_20260110230025,us_adm_002,Administrador,2026-01-10,23,60,235.7,3.0,832.1,0.2667,180.0
us_adm_002_20260111230252,us_adm_002,Administrador,2026-01-11,23,65,233.86,3.0,278.3,0.2769,195.0
us_adm_002_20260112230556,us_adm_002,Administrador,2026-01-12,23,65,233.6,3.0,0.0,0.3846,195.0
us_adm_002_20260113230700,us_adm_002,Administrador,2026-01-13,23,65,225.46,3.0,0.0,0.3846,195.0
us_adm_002_20260114230927,us_adm_002,Administrador,2026-01-14,23,56,229.68,3.0,0.0,0.2857,168.0
us_adm_002_20260115230014,us_adm_002,Administrador,2026-01-15,23,32,98.64,3.0,0.0,0.4688,96.0
us_adm_002_20260116011121,us_adm_002,Administrador,2026-01-16,1,16,86.1,3.0,252.5,0.25,48.0
us_adm_002_20260116230507,us_adm_002,Administrador,2026-01-16,23,64,234.7,3.0,1036.0,0.2969,192.0
us_adm_002_20260117231005,us_adm_002,Administrador,2026-01-17,23,68,224.13,2.985,42.9,0.3088,203.0
us_adm_002_20260118230056,us_adm_002,Administrador,2026-01-18,23,59,235.89,3.0,628.8,0.3559,177.0
us_adm_002_20260119230507,us_adm_002,Administrador,2026-01-19,23,54,232.22,2.981,0.0,0.3519,161.0
us_adm_002_20260120230105,us_adm_002,Administrador,2026-01-20,23,51,234.25,2.98,436.2,0.2549,152.0
us_adm_002_20260121230229,us_adm_002,Administrador,2026-01-21,23,71,233.02,3.0,313.7,0.2817,213.0
us_adm_002_20260122230128,us_adm_002,Administrador,2026-01-22,23,54,235.13,3.0,56.1,0.3889,162.0
us_adm_002_20260123230242,us_adm_002,Administrador,2026-01-23,23,56,231.36,3.0,418.0,0.1786,168.0
us_adm_002_20260124231046,us_adm_002,Administrador,2026-01-24,23,56,228.85,3.0,1451.8,0.3036,168.0
us_adm_002_20260125230012,us_adm_002,Administrador,2026-01-25,23,67,237.91,2.985,522.3,0.2239,200.0
us_adm_002_20260126230424,us_adm_002,Administrador,2026-01-26,23,50,227.81,3.0,249.0,0.28,150.0
us_adm_002_20260127230515,us_adm_002,Administrador,2026-01-27,23,56,227.22,3.0,290.9,0.375,168.0
us_adm_002_20260128230548,us_adm_002,Administrador,2026-01-28,23,48,221.21,2.979,0.0,0.25,143.0
us_adm_002_20260129230323,us_adm_002,Administrador,2026-01-29,23,42,229.87,3.0,300.0,0.3095,126.0
us_adm_002_20260130230344,us_adm_002,Administrador,2026-01-30,23,58,230.5,3.0,560.1,0.3103,174.0
us_adm_002_20260131230250,us_adm_002,Administrador,2026-01-31,23,56,235.96,2.946,1013.4,0.3036,165.0
us_adm_002_20260201230231,us_adm_002,Administrador,2026-02-01,23,61,235.84,3.0,0.0,0.377,183.0
us_adm_002_20260202230312,us_adm_002,Administrador,2026-02-02,23,49,230.6,3.0,441.5,0.3265,147.0
us_adm_002_20260203230223,us_adm_002,Administrador,2026-02-03,23,53,230.22,3.0,174.1,0.434,159.0
us_adm_002_20260204230603,us_adm_002,Administrador,2026-02-04,23,53,233.93,3.0,594.5,0.3396,159.0
us_adm_002_20260205230412,us_adm_002,Administrador,2026-02-05,23,53,231.46,3.0,116.3,0.3208,159.0
us_adm_002_20260206230909,us_adm_002,Administrador,2026-02-06,23,52,226.09,3.0,0.0,0.4038,156.0
us_adm_002_20260207230516,us_adm_002,Administrador,2026-02-07,23,64,225.69,3.0,1258.9,0.2969,192.0
us_adm_002_20260208230045,us_adm_002,Administrador,2026-02-08,23,57,232.63,3.0,273.6,0.2807,171.0
us_adm_002_20260209230027,us_adm_002,Administrador,2026-02-09,23,65,239.21,3.0,691.8,0.2769,195.0
us_adm_002_20260210230557,us_adm_002,Administrador,2026-02-10,23,54,228.54,3.0,739.7,0.2222,162.0
us_adm_002_20260211230445,us_adm_002,Administrador,2026-02-11,23,47,227.03,2.979,440.8,0.2766,140.0
us_adm_002_20260212230032,us_adm_002,Administrador,2026-02-12,23,54,237.16,2.981,261.0,0.3704,161.0
us_adm_002_20260213230100,us_adm_002,Administrador,2026-02-13,23,62,235.58,2.984,167.4,0.2581,185.0
us_adm_002_20260214230058,us_adm_002,Administrador,2026-02-14,23,55,233.06,3.0,0.0,0.2545,165.0
us_adm_002_20260215230105,us_adm_002,Administrador,2026-02-15,23,64,224.93,3.0,0.0,0.2812,192.0
us_adm_002_20260216230603,us_adm_002,Administrador,2026-02-16,23,52,232.03,3.0,678.3,0.3269,156.0
us_adm_002_20260217230358,us_adm_002,Administrador,2026-02-17,23,60,235.2,2.983,160.4,0.3167,179.0
us_adm_002_20260218230441,us_adm_002,Administrador,2026-02-18,23,66,233.0,3.0,139.9,0.2424,198.0
us_adm_002_20260219231144,us_adm_002,Administrador,2026-02-19,23,66,220.09,3.0,0.0,0.2576,198.0
us_adm_002_20260220230727,us_adm_002,Administrador,2026-02-20,23,53,231.73,2.981,206.6,0.2264,158.0
us_adm_002_20260221230119,us_adm_002,Administrador,2026-02-21,23,60,234.23,2.983,135.1,0.2167,179.0
us_adm_002_20260222230028,us_adm_002,Administrador,2026-02-22,23,51,236.9,2.98,505.1,0.2941,152.0
us_adm_002_20260223230333,us_adm_002,Administrador,2026-02-23,23,55,235.47,3.0,3480.9,0.3636,165.0
us_adm_002_20260224230101,us_adm_002,Administrador,2026-02-24,23,62,237.0,3.0,0.0,0.3065,186.0
us_adm_002_20260225230129,us_adm_002,Administrador,2026-02-25,23,70,236.38,2.971,317.3,0.3429,208.0
us_adm_002_20260226230053,us_adm_002,Administrador,2026-02-26,23,49,230.63,3.0,1568.3,0.3673,147.0
us_adm_002_20260227230032,us_adm_002,Administrador,2026-02-27,23,62,239.08,3.0,462.2,0.3226,186.0
us_adm_002_20260228230439,us_adm_002,Administrador,2026-02-28,23,49,228.55,3.0,121.7,0.4286,147.0
us_adm_002_20260301230443,us_adm_002,Administrador,2026-03-01,23,64,223.22,2.969,0.0,0.3594,190.0
us_adm_002_20260302230030,us_adm_002,Administrador,2026-03-02,23,66,238.45,2.985,120.9,0.2273,197.0
us_adm_002_20260303230304,us_adm_002,Administrador,2026-03-03,23,65,234.83,3.0,0.0,0.4,195.0
us_adm_002_20260304230711,us_adm_002,Administrador,2026-03-04,23,37,181.64,3.0,467.1,0.3243,111.0
us_adm_002_20260305024430,us_adm_002,Administrador,2026-03-05,2,4,10.66,3.0,100.1,0.25,12.0
us_adm_002_20260305230418,us_adm_002,Administrador,2026-03-05,23,57,229.92,3.0,2372.6,0.3158,171.0
us_adm_002_20260306230438,us_adm_002,Administrador,2026-03-06,23,51,232.9,2.98,509.2,0.2941,152.0
us_adm_002_20260307230030,us_adm_002,Administrador,2026-03-07,23,61,237.34,2.984,65.5,0.1803,182.0
us_adm_002_20260308230132,us_adm_002,Administrador,2026-03-08,23,62,237.53,3.0,0.0,0.4355,186.0
us_adm_002_20260309230217,us_adm_002,Administrador,2026-03-09,23,74,232.0,3.0,635.1,0.2568,222.0
us_adm_002_20260310230250,us_adm_002,Administrador,2026-03-10,23,39,236.99,3.0,1453.6,0.3333,117.0
us_adm_002_20260311230010,us_adm_002,Administrador,2026-03-11,23,55,234.28,3.0,0.0,0.3273,165.0
us_adm_002_20260312230045,us_adm_002,Administrador,2026-03-12,23,51,234.41,3.0,444.5,0.3725,153.0
us_adm_002_20260313230659,us_adm_002,Administrador,2026-03-13,23,70,230.51,3.0,0.0,0.2714,210.0
us_adm_002_20260314230112,us_adm_002,Administrador,2026-03-14,23,29,106.05,3.0,0.0,0.2069,87.0
us_adm_002_20260315012215,us_adm_002,Administrador,2026-03-15,1,21,86.84,2.952,2545.2,0.4762,62.0
us_adm_002_20260315230104,us_adm_002,Administrador,2026-03-15,23,51,233.46,3.0,124.6,0.3137,153.0
us_adm_002_20260316230908,us_adm_002,Administrador,2026-03-16,23,58,227.85,3.0,0.0,0.2586,174.0
us_adm_002_20260317230006,us_adm_002,Administrador,2026-03-17,23,64,238.36,3.0,0.0,0.1875,192.0
us_adm_002_20260318230036,us_adm_002,Administrador,2026-03-18,23,61,239.39,3.0,0.0,0.2459,183.0
us_adm_002_20260319230234,us_adm_002,Administrador,2026-03-19,23,64,227.21,3.0,898.6,0.3281,192.0
us_adm_002_20260320232357,us_adm_002,Administrador,2026-03-20,23,50,203.01,3.0,0.0,0.16,150.0
us_adm_002_20260321230443,us_adm_002,Administrador,2026-03-21,23,60,222.13,2.967,1763.9,0.35,178.0
us_adm_002_20260322230014,us_adm_002,Administrador,2026-03-22,23,57,238.96,3.0,0.0,0.2982,171.0
us_adm_002_20260323230155,us_adm_002,Administrador,2026-03-23,23,55,236.59,3.0,0.0,0.2364,165.0
us_adm_002_20260324231014,us_adm_002,Administrador,2026-03-24,23,25,81.13,3.0,367.6,0.36,75.0
us_adm_002_20260325010249,us_adm_002,Administrador,2026-03-25,1,17,115.63,3.0,101.4,0.1176,51.0
us_adm_002_20260325230115,us_adm_002,Administrador,2026-03-25,23,55,233.94,2.964,683.2,0.2727,163.0
us_adm_002_20260326230012,us_adm_002,Administrador,2026-03-26,23,57,239.65,2.982,7.3,0.2105,170.0
us_adm_002_20260327232427,us_adm_002,Administrador,2026-03-27,23,42,211.17,3.0,0.0,0.3333,126.0
us_adm_002_20260328230214,us_adm_002,Administrador,2026-03-28,23,56,228.9,2.964,0.0,0.3036,166.0
us_adm_002_20260329231114,us_adm_002,Administrador,2026-03-29,23,53,221.64,2.962,2974.3,0.3396,157.0
us_adm_002_20260330230045,us_adm_002,Administrador,2026-03-30,23,66,239.19,3.0,132.9,0.3788,198.0
us_adm_002_20260331231226,us_adm_002,Administrador,2026-03-31,23,65,224.88,3.0,142.9,0.3692,195.0
us_adm_002_20260401230501,us_adm_002,Administrador,2026-04-01,23,57,233.56,2.982,273.5,0.3333,170.0
us_alm_001_20260101150037,us_alm_001,Almacen,2026-01-01,15,54,291.08,3.0,0.0,0.1667,162.0
us_alm_001_20260101205211,us_alm_001,Almacen,2026-01-01,20,23,125.29,3.0,339.1,0.3913,69.0
us_alm_001_20260102150547,us_alm_001,Almacen,2026-01-02,15,91,468.78,3.0,42.6,0.3187,273.0
us_alm_001_20260103150328,us_alm_001,Almacen,2026-01-03,15,80,459.19,3.0,191.0,0.35,240.0
us_alm_001_20260104150100,us_alm_001,Almacen,2026-01-04,15,28,171.28,3.0,614.1,0.1786,84.0
us_alm_001_20260104182457,us_alm_001,Almacen,2026-01-04,18,52,274.82,3.0,0.0,0.3462,156.0
us_alm_001_20260105150044,us_alm_001,Almacen,2026-01-05,15,78,472.71,3.0,0.0,0.3205,234.0
us_alm_001_20260106150231,us_alm_001,Almacen,2026-01-06,15,77,403.29,3.0,0.0,0.3766,231.0
us_alm_001_20260106221749,us_alm_001,Almacen,2026-01-06,22,12,39.73,3.0,1434.8,0.25,36.0
us_alm_001_20260107150016,us_alm_001,Almacen,2026-01-07,15,92,465.34,3.0,23.7,0.337,276.0
us_alm_001_20260108150344,us_alm_001,Almacen,2026-01-08,15,9,48.71,3.0,297.2,0.3333,27.0
us_alm_001_20260108162451,us_alm_001,Almacen,2026-01-08,16,86,392.63,3.0,810.3,0.3023,258.0
us_alm_001_20260109150237,us_alm_001,Almacen,2026-01-09,15,26,132.13,3.0,1481.0,0.1538,78.0
us_alm_001_20260109174456,us_alm_001,Almacen,2026-01-09,17,62,308.47,3.0,0.0,0.3548,186.0
us_alm_001_20260110151059,us_alm_001,Almacen,2026-01-10,15,36,174.59,3.0,79.6,0.3889,108.0
us_alm_001_20260110190806,us_alm_001,Almacen,2026-01-10,19,50,230.6,3.0,259.2,0.3,150.0
us_alm_001_20260111150444,us_alm_001,Almacen,2026-01-11,15,89,473.31,3.0,28.0,0.2809,267.0
us_alm_001_20260112150452,us_alm_001,Almacen,2026-01-12,15,88,430.8,3.0,2027.2,0.3409,264.0
us_alm_001_20260113150205,us_alm_001,Almacen,2026-01-13,15,83,475.37,3.0,0.0,0.2892,249.0
us_alm_001_20260114150100,us_alm_001,Almacen,2026-01-14,15,105,476.64,3.0,0.0,0.3714,315.0
us_alm_001_20260115150336,us_alm_001,Almacen,2026-01-15,15,60,409.52,3.0,210.2,0.2667,180.0
us_alm_001_20260115222605,us_alm_001,Almacen,2026-01-15,22,9,27.73,3.0,0.0,0.6667,27.0
us_alm_001_20260116151129,us_alm_001,Almacen,2026-01-16,15,87,464.82,3.0,0.0,0.2414,261.0
us_alm_001_20260117150225,us_alm_001,Almacen,2026-01-17,15,76,471.05,3.0,1094.8,0.2895,228.0
us_alm_001_20260118150022,us_alm_001,Almacen,2026-01-18,15,73,335.17,3.0,223.3,0.411,219.0
us_alm_001_20260118210545,us_alm_001,Almacen,2026-01-18,21,7,36.17,3.0,0.0,0.4286,21.0
us_alm_001_20260118223259,us_alm_001,Almacen,2026-01-18,22,4,15.05,3.0,415.1,0.5,12.0
us_alm_001_20260119150039,us_alm_001,Almacen,2026-01-19,15,75,478.06,3.0,280.3,0.3067,225.0
us_alm_001_20260120150402,us_alm_001,Almacen,2026-01-20,15,89,474.12,3.0,616.5,0.2697,267.0
us_alm_001_20260121150754,us_alm_001,Almacen,2026-01-21,15,90,467.38,3.0,458.2,0.3444,270.0
us_alm_001_20260122150917,us_alm_001,Almacen,2026-01-22,15,84,465.05,3.0,174.8,0.3333,252.0
us_alm_001_20260123151825,us_alm_001,Almacen,2026-01-23,15,87,460.13,3.0,1943.2,0.3103,261.0
us_alm_001_20260124150034,us_alm_001,Almacen,2026-01-24,15,17,65.39,3.0,715.7,0.2941,51.0
us_alm_001_20260124164131,us_alm_001,Almacen,2026-01-24,16,30,142.37,3.0,666.0,0.2333,90.0
us_alm_001_20260124195005,us_alm_001,Almacen,2026-01-24,19,29,189.67,3.0,4045.9,0.3793,87.0
us_alm_001_20260125150551,us_alm_001,Almacen,2026-01-25,15,88,468.72,3.0,0.0,0.2614,264.0
us_alm_001_20260126150222,us_alm_001,Almacen,2026-01-26,15,17,60.88,3.0,2465.1,0.3529,51.0
us_alm_001_20260126163448,us_alm_001,Almacen,2026-01-26,16,34,148.73,3.0,704.0,0.2647,102.0
us_alm_001_20260126193648,us_alm_001,Almacen,2026-01-26,19,28,197.23,3.0,76.6,0.25,84.0
us_alm_001_20260127151916,us_alm_001,Almacen,2026-01-27,15,81,457.79,3.0,0.0,0.4198,243.0
us_alm_001_20260128150324,us_alm_001,Almacen,2026-01-28,15,81,466.01,3.0,2563.4,0.4568,243.0
us_alm_001_20260129150245,us_alm_001,Almacen,2026-01-29,15,4,14.06,3.0,0.0,0.5,12.0
us_alm_001_20260129155628,us_alm_001,Almacen,2026-01-29,15,78,418.88,3.0,995.5,0.3462,234.0
us_alm_001_20260130151317,us_alm_001,Almacen,2026-01-30,15,89,463.75,3.0,0.0,0.3371,267.0
us_alm_001_20260131150059,us_alm_001,Almacen,2026-01-31,15,105,467.02,3.0,538.0,0.3048,315.0
us_alm_001_20260201150353,us_alm_001,Almacen,2026-02-01,15,70,466.06,3.0,3544.6,0.3,210.0
us_alm_001_20260202150841,us_alm_001,Almacen,2026-02-02,15,48,227.19,3.0,235.9,0.3333,144.0
us_alm_001_20260202193205,us_alm_001,Almacen,2026-02-02,19,38,207.29,3.0,2543.0,0.3158,114.0
us_alm_001_20260203152520,us_alm_001,Almacen,2026-02-03,15,91,449.83,3.0,0.0,0.2527,273.0
us_alm_001_20260204151534,us_alm_001,Almacen,2026-02-04,15,74,457.28,3.0,361.6,0.2703,222.0
us_alm_001_20260205150432,us_alm_001,Almacen,2026-02-05,15,92,461.31,3.0,590.8,0.3804,276.0
us_alm_001_20260206150323,us_alm_001,Almacen,2026-02-06,15,88,475.36,3.0,4888.1,0.2955,264.0
us_alm_001_20260207150219,us_alm_001,Almacen,2026-02-07,15,81,475.99,3.0,448.1,0.3333,243.0
us_alm_001_20260208151100,us_alm_001,Almacen,2026-02-08,15,103,459.69,3.0,0.0,0.2816,309.0
us_alm_001_20260209151222,us_alm_001,Almacen,2026-02-09,15,39,249.74,3.0,50.5,0.2308,117.0
us_alm_001_20260209195813,us_alm_001,Almacen,2026-02-09,19,34,173.98,3.0,718.1,0.2647,102.0
