user_id,role,menu_item_id,tipo,titulo,orden_final,score
bot_Logistica_97c4,Logistica,23,ITEM,Reimprimir comprobantes,4,0.0
bot_Logistica_97c4,Logistica,24,ITEM,Detalle de documentos,5,0.0
bot_Logistica_97c4,Logistica,25,ITEM,Documento por paciente,6,0.0
bot_Logistica_97c4,Logistica,27,ITEM,Solicitudes de Anulación,7,0.0
bot_Reportes_8c97,Reportes,3,GRUPO,Reportes,1,4.7243
bot_Reportes_8c97,Reportes,33,ITEM,Reporte de ventas,1,1.3193
bot_Reportes_8c97,Reportes,34,ITEM,Reporte de cajas,2,0.901
bot_Reportes_8c97,Reportes,32,ITEM,Reporte de compras,3,0.9508
bot_Reportes_8c97,Reportes,35,ITEM,Kardex,4,0.1245
bot_Reportes_8c97,Reportes,36,ITEM,Stock valorizado,5,0.6871
bot_Reportes_8c97,Reportes,31,ITEM,Correlatividad,6,0.0139
bot_Reportes_8c97,Reportes,37,ITEM,Reporte descuento,7,0.0966
bot_Reportes_8c97,Reportes,38,ITEM,Reporte anulados,8,0.5009
bot_Reportes_8c97,Reportes,39,ITEM,Reporte nota de créditos,9,0.1148
bot_Reportes_8c97,Reportes,310,ITEM,Reporte docs anulados,10,0.0153
bot_Reportes_8c97,Reportes,5,GRUPO,Ventas,2,0.0439
bot_Reportes_8c97,Reportes,51,ITEM,Listado de Ventas,1,0.0432
bot_Reportes_8c97,Reportes,52,ITEM,Cotización de venta,2,0.0002
bot_Reportes_8c97,Reportes,54,ITEM,Registrar venta,3,0.0002
bot_Reportes_8c97,Reportes,56,ITEM,Notas de crédito,4,0.0001
bot_Reportes_8c97,Reportes,58,ITEM,Devoluciones,5,0.0001
bot_Reportes_8c97,Reportes,53,ITEM,Notas de venta,6,0.0
bot_Reportes_8c97,Reportes,591,ITEM,Gestión de Beneficios,7,0.0001
bot_Reportes_8c97,Reportes,592,ITEM,Convenios,8,0.0
bot_Reportes_8c97,Reportes,55,ITEM,Anular comprobante,9,0.0
bot_Reportes_8c97,Reportes,57,ITEM,Clientes,10,0.0
bot_Reportes_8c97,Reportes,8,GRUPO,Almacén,3,0.002
bot_Reportes_8c97,Reportes,81,ITEM,Gestión Almacenes,1,0.0011
bot_Reportes_8c97,Reportes,82,ITEM,Productos,2,0.0009
bot_Reportes_8c97,Reportes,4,GRUPO,Compra,4,0.0011
bot_Reportes_8c97,Reportes,46,ITEM,Estado de cuenta,1,0.0001
bot_Reportes_8c97,Reportes,43,ITEM,Intercambio de Productos,2,0.0003
bot_Reportes_8c97,Reportes,41,ITEM,Orden de compra,3,0.0002
bot_Reportes_8c97,Reportes,42,ITEM,Registrar compra,4,0.0001
bot_Reportes_8c97,Reportes,44,ITEM,Proveedores,5,0.0002
bot_Reportes_8c97,Reportes,45,ITEM,Cuentas por pagar,6,0.0001
bot_Ventas_9525,Ventas,5,GRUPO,Ventas,1,3.8327
bot_Ventas_9525,Ventas,51,ITEM,Listado de Ventas,1,1.1982
bot_Ventas_9525,Ventas,54,ITEM,Registrar venta,2,1.1936
bot_Ventas_9525,Ventas,52,ITEM,Cotización de venta,3,1.0755
bot_Ventas_9525,Ventas,58,ITEM,Devoluciones,4,0.3529
bot_Ventas_9525,Ventas,56,ITEM,Notas de crédito,5,0.0046
bot_Ventas_9525,Ventas,53,ITEM,Notas de venta,6,0.0026
bot_Ventas_9525,Ventas,591,ITEM,Gestión de Beneficios,7,0.0027
bot_Ventas_9525,Ventas,592,ITEM,Convenios,8,0.0026
bot_Ventas_9525,Ventas,55,ITEM,Anular comprobante,9,0.0
bot_Ventas_9525,Ventas,57,ITEM,Clientes,10,0.0
bot_Ventas_9525,Ventas,3,GRUPO,Reportes,2,0.2675
bot_Ventas_9525,Ventas,33,ITEM,Reporte de ventas,1,0.2649
bot_Ventas_9525,Ventas,32,ITEM,Reporte de compras,2,0.0009
bot_Ventas_9525,Ventas,34,ITEM,Reporte de cajas,3,0.0002
bot_Ventas_9525,Ventas,36,ITEM,Stock valorizado,4,0.0003
bot_Ventas_9525,Ventas,35,ITEM,Kardex,5,0.0005
bot_Ventas_9525,Ventas,31,ITEM,Correlatividad,6,0.0
bot_Ventas_9525,Ventas,37,ITEM,Reporte descuento,7,0.0006
bot_Ventas_9525,Ventas,38,ITEM,Reporte anulados,8,0.0001
bot_Ventas_9525,Ventas,39,ITEM,Reporte nota de créditos,9,0.0001
bot_Ventas_9525,Ventas,310,ITEM,Reporte docs anulados,10,0.0
bot_Ventas_9525,Ventas,8,GRUPO,Almacén,3,0.1585
bot_Ventas_9525,Ventas,82,ITEM,Productos,1,0.1581
bot_Ventas_9525,Ventas,81,ITEM,Gestión Almacenes,2,0.0004
bot_Ventas_9a82,Ventas,5,GRUPO,Ventas,1,4.1246
bot_Ventas_9a82,Ventas,51,ITEM,Listado de Ventas,1,1.3353
bot_Ventas_9a82,Ventas,54,ITEM,Registrar venta,2,1.1937
bot_Ventas_9a82,Ventas,52,ITEM,Cotización de venta,3,1.0736
bot_Ventas_9a82,Ventas,58,ITEM,Devoluciones,4,0.5079
bot_Ventas_9a82,Ventas,56,ITEM,Notas de crédito,5,0.0054
bot_Ventas_9a82,Ventas,53,ITEM,Notas de venta,6,0.0029
bot_Ventas_9a82,Ventas,591,ITEM,Gestión de Beneficios,7,0.0029
bot_Ventas_9a82,Ventas,592,ITEM,Convenios,8,0.0029
bot_Ventas_9a82,Ventas,55,ITEM,Anular comprobante,9,0.0
bot_Ventas_9a82,Ventas,57,ITEM,Clientes,10,0.0
bot_Ventas_9a82,Ventas,3,GRUPO,Reportes,2,0.389
bot_Ventas_9a82,Ventas,33,ITEM,Reporte de ventas,1,0.3837
bot_Ventas_9a82,Ventas,32,ITEM,Reporte de compras,2,0.0014
bot_Ventas_9a82,Ventas,34,ITEM,Reporte de cajas,3,0.0005
bot_Ventas_9a82,Ventas,36,ITEM,Stock valorizado,4,0.0005
bot_Ventas_9a82,Ventas,35,ITEM,Kardex,5,0.0012
bot_Ventas_9a82,Ventas,31,ITEM,Correlatividad,6,0.0
bot_Ventas_9a82,Ventas,37,ITEM,Reporte descuento,7,0.0011
bot_Ventas_9a82,Ventas,38,ITEM,Reporte anulados,8,0.0003
bot_Ventas_9a82,Ventas,39,ITEM,Reporte nota de créditos,9,0.0002
bot_Ventas_9a82,Ventas,310,ITEM,Reporte docs anulados,10,0.0
bot_Ventas_9a82,Ventas,8,GRUPO,Almacén,3,0.2069
bot_Ventas_9a82,Ventas,82,ITEM,Productos,1,0.2063
bot_Ventas_9a82,Ventas,81,ITEM,Gestión Almacenes,2,0.0006
bot_Ventas_c334,Ventas,5,GRUPO,Ventas,1,4.03
bot_Ventas_c334,Ventas,51,ITEM,Listado de Ventas,1,1.3377
bot_Ventas_c334,Ventas,54,ITEM,Registrar venta,2,1.1521
bot_Ventas_c334,Ventas,52,ITEM,Cotización de venta,3,1.0881
bot_Ventas_c334,Ventas,58,ITEM,Devoluciones,4,0.4374
bot_Ventas_c334,Ventas,56,ITEM,Notas de crédito,5,0.0048
bot_Ventas_c334,Ventas,53,ITEM,Notas de venta,6,0.003
bot_Ventas_c334,Ventas,591,ITEM,Gestión de Beneficios,7,0.0033
bot_Ventas_c334,Ventas,592,ITEM,Convenios,8,0.0036
bot_Ventas_c334,Ventas,55,ITEM,Anular comprobante,9,0.0
bot_Ventas_c334,Ventas,57,ITEM,Clientes,10,0.0
bot_Ventas_c334,Ventas,3,GRUPO,Reportes,2,0.3124
bot_Ventas_c334,Ventas,33,ITEM,Reporte de ventas,1,0.2976
bot_Ventas_c334,Ventas,32,ITEM,Reporte de compras,2,0.0003
bot_Ventas_c334,Ventas,36,ITEM,Stock valorizado,3,0.0001
bot_Ventas_c334,Ventas,34,ITEM,Reporte de cajas,4,0.0001
bot_Ventas_c334,Ventas,35,ITEM,Kardex,5,0.0003
bot_Ventas_c334,Ventas,31,ITEM,Correlatividad,6,0.0
bot_Ventas_c334,Ventas,37,ITEM,Reporte descuento,7,0.0139
bot_Ventas_c334,Ventas,38,ITEM,Reporte anulados,8,0.0001
bot_Ventas_c334,Ventas,39,ITEM,Reporte nota de créditos,9,0.0
bot_Ventas_c334,Ventas,310,ITEM,Reporte docs anulados,10,0.0
bot_Ventas_c334,Ventas,8,GRUPO,Almacén,3,0.2669
bot_Ventas_c334,Ventas,82,ITEM,Productos,1,0.2666
bot_Ventas_c334,Ventas,81,ITEM,Gestión Almacenes,2,0.0003
syn_Administrador_5b1d,Administrador,1,GRUPO,Configuración,1,3.7674
syn_Administrador_5b1d,Administrador,111,ITEM,Gestión de Usuarios,1,0.9815
syn_Administrador_5b1d,Administrador,112,ITEM,Roles de Usuario,2,0.6543
syn_Administrador_5b1d,Administrador,113,ITEM,Catálogo de Permisos,3,0.5693
syn_Administrador_5b1d,Administrador,114,ITEM,Administración avanzada,4,0.4409
syn_Administrador_5b1d,Administrador,12,ITEM,Puntos de Venta,5,0.4738
syn_Administrador_5b1d,Administrador,15,ITEM,Sucursales,6,0.3206
syn_Administrador_5b1d,Administrador,16,ITEM,Catálogo,7,0.0977
syn_Administrador_5b1d,Administrador,17,ITEM,Atributos Catalogo,8,0.1282
syn_Administrador_5b1d,Administrador,14,ITEM,Datos Clinicas,9,0.1011
syn_Administrador_5b1d,Administrador,115,ITEM,Cambio de Clave,10,0.0
syn_Administrador_5b1d,Administrador,13,ITEM,Atributos Puntos,11,0.0
syn_Administrador_5b1d,Administrador,18,ITEM,Utilitarios XNO,12,0.0
syn_Administrador_5b1d,Administrador,7,GRUPO,Caja,2,0.0687
syn_Administrador_5b1d,Administrador,74,ITEM,Medio Pago,1,0.0679
syn_Administrador_5b1d,Administrador,73,ITEM,Caja General,2,0.0002
syn_Administrador_5b1d,Administrador,71,ITEM,Arqueo Caja,3,0.0002
syn_Administrador_5b1d,Administrador,75,ITEM,Diferencia de costos,4,0.0001
syn_Administrador_5b1d,Administrador,76,ITEM,Gestión de cuentas,5,0.0001
syn_Administrador_5b1d,Administrador,72,ITEM,Caja Chica,6,0.0003
syn_Administrador_5b1d,Administrador,3,GRUPO,Reportes,3,0.0666
syn_Administrador_5b1d,Administrador,33,ITEM,Reporte de ventas,1,0.0582
syn_Administrador_5b1d,Administrador,32,ITEM,Reporte de compras,2,0.0004
syn_Administrador_5b1d,Administrador,34,ITEM,Reporte de cajas,3,0.0002
syn_Administrador_5b1d,Administrador,36,ITEM,Stock valorizado,4,0.0001
syn_Administrador_5b1d,Administrador,35,ITEM,Kardex,5,0.0002
syn_Administrador_5b1d,Administrador,31,ITEM,Correlatividad,6,0.0072
syn_Administrador_5b1d,Administrador,37,ITEM,Reporte descuento,7,0.0001
syn_Administrador_5b1d,Administrador,38,ITEM,Reporte anulados,8,0.0
syn_Administrador_5b1d,Administrador,39,ITEM,Reporte nota de créditos,9,0.0001
syn_Administrador_5b1d,Administrador,310,ITEM,Reporte docs anulados,10,0.0
syn_Administrador_5b1d,Administrador,4,GRUPO,Compra,4,0.0008
syn_Administrador_5b1d,Administrador,46,ITEM,Estado de cuenta,1,0.0002
syn_Administrador_5b1d,Administrador,43,ITEM,Intercambio de Productos,2,0.0001
syn_Administrador_5b1d,Administrador,41,ITEM,Orden de compra,3,0.0001
syn_Administrador_5b1d,Administrador,42,ITEM,Registrar compra,4,0.0002
syn_Administrador_5b1d,Administrador,44,ITEM,Proveedores,5,0.0002
syn_Administrador_5b1d,Administrador,45,ITEM,Cuentas por pagar,6,0.0001
syn_Administrador_5b1d,Administrador,8,GRUPO,Almacén,5,0.0005
syn_Administrador_5b1d,Administrador,81,ITEM,Gestión Almacenes,1,0.0005
syn_Administrador_5b1d,Administrador,82,ITEM,Productos,2,0.0001
syn_Administrador_5b1d,Administrador,5,GRUPO,Ventas,6,0.0003
syn_Administrador_5b1d,Administrador,51,ITEM,Listado de Ventas,1,0.0
syn_Administrador_5b1d,Administrador,52,ITEM,Cotización de venta,2,0.0
syn_Administrador_5b1d,Administrador,54,ITEM,Registrar venta,3,0.0
syn_Administrador_5b1d,Administrador,58,ITEM,Devoluciones,4,0.0
